"id","title","description","input_description","output_description","samples","test_case_id","test_case_score","hint","languages","template","create_time","last_update_time","time_limit","memory_limit","spj","spj_language","spj_code","spj_version","rule_type","visible","difficulty","source","submission_number","accepted_number","created_by_id","_id","statistic_info","total_score","contest_id","is_public","spj_compile_ok","io_mode","share_submission"
550,"字符串排序","<p>输入若干个单词，按字典序将单词输出<br /></p>","<p>输入一行，由多个单词组成（单词间由空格分隔），字符串以换行符结尾</p>","<p>按照字典序排列，每行输出一个单词</p>","[{""input"": ""data science days"", ""output"": ""data\ndays\nscience""}, {""input"": ""aa ab ac b a"", ""output"": ""a\naa\nab\nac\nb""}]","41fd9e202059cb03f3ef3ecdde6ba7ce","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","<p>单词由26个小写英文组成</p><p>字典序：</p><p>在字典序中，&#039;a&#039;&lt;&#039;b&#039;&lt;&#039;c&#039;&lt; ... &lt; &#039;z&#039;</p><p>从每个单词的第一个字符开始比较，例如&#039;apple&#039; 排在&#039; banana&#039;前</p><p>若第一个字符相同，则比较第二个字符，例如&#039;apple&#039;排在&#039;angel&#039;前</p><p>以此类推，得到所有单词的字典序排列</p>","[""C""]","{}","2021-01-02 12:38:50.445273+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",201,23,1,"8","{""0"": 23, ""2"": 2, ""3"": 3, ""4"": 49, ""-1"": 106, ""-2"": 18}",0,63,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
551,"结构体数组","<p>输入学生人数n，然后构建一个结构体数组，结构体包含学号和学生成绩（都是int类型），然后输出成绩不及格（&lt;60）的学生的学号。<br /></p>","<p>输入n，接着输入n名学生的信息，主要是学号和成绩；<br /></p>","<p>输出成绩不及格学生的学号，每个学号一行。<br /></p>","[{""input"": ""4\n121212 5\n121213 100\n121216 70\n121218 60"", ""output"": ""121212""}]","bbe667f9f42e32a1460b36723ee224e7","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2021-01-03 06:01:26.208617+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",138,68,1,"3","{""0"": 68, ""4"": 10, ""-1"": 44, ""-2"": 16}",0,63,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
552,"链表操作","<p>输入一串int类型的数字以-1结束输入，将读取的不重复的数字构建成链表。并按照指示删除指定数字的节点，最后将剩余的链表的数字依次输出。<br /></p>","<p style=""margin-left: 0px;"">输入要求链表的输入用-1结束，将不重复的数字构建成链表，比如 1 2 1 2 5 6 4 -1 构建成的链表 1 2 5 6 4；</p><p>接着输入要删除的数字。</p>","<p>输出删除指定数字后的链表，中间用空格隔开，最后一个数字有空格。<br /></p>","[{""input"": ""1 2 3 4 5 6 5 4 6 -1\n4"", ""output"": ""1 2 3 5 6""}]","7996139101eb390cfcbb73d57d2053e7","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","<p>链表的中重复元素的查找，要在构建时进行，即链表中存在了不插入，不存在将节点插入到链表最后<br /></p>","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2021-01-03 06:09:17.931024+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",153,29,1,"4","{""0"": 29, ""1"": 10, ""4"": 34, ""-1"": 62, ""-2"": 18}",0,63,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
553,"检查密码 （15分）","<p>登入网站是一般需要输入密码。现在写一个自动检查用户密码的程序。具体要求如下：<br /><br /></p><p>密码不少于6个字符组成，且不能超过30个字符。<b>密码只能有英文字母、数字和小数点 `.`，还必须既有字母也有数字。</b></p><p>- 如果密码合法，输出 yes</p><p>- 如果密法太长，不论合法与否，都输出 too long</p><p>- 如果密码太短，不论合法与否，都输出 too short</p><p>- 如果密码长度合法，但存在不合法字符，则输出 illegal char</p><p>- 如果密码长度合法，但只有字母没有数字，则输出 need num</p><p>- 如果密码长度合法，但只有数字没有字母，则输出 need char</p><p>每次只输出一种提醒，提醒种类优先级由上到下依次递减。</p>","<p>输入为一行密码</p>","<p>输出为判断密码结果的信息。输出的信息首尾不能有空格。</p>","[{""input"": ""Ecun.2020"", ""output"": ""yes""}, {""input"": ""Ecun 2020"", ""output"": ""illegal char""}]","419d85420ff35abf3174a5f64dd9c6c0","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2021-01-03 06:12:21.808965+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",0,0,1,"2-17","{}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
554,"检查密码","<p>登入网站是一般需要输入密码。现在写一个自动检查用户密码的程序。具体要求如下：<br /><br /></p><p>密码不少于6个字符组成，且不能超过30个字符。<b>密码只能有英文字母、数字和小数点 `.`，还必须既有字母也有数字。</b></p><p>- 如果密码合法，输出 yes</p><p>- 如果密法太长，不论合法与否，都输出 too long</p><p>- 如果密码太短，不论合法与否，都输出 too short</p><p>- 如果密码长度合法，但存在不合法字符，则输出 illegal char</p><p>- 如果密码长度合法，但只有字母没有数字，则输出 need num</p><p>- 如果密码长度合法，但只有数字没有字母，则输出 need char</p><p>每次只输出一种提醒，提醒种类优先级由上到下依次递减。</p>","<p>输入为一行密码</p>","<p>输出为判断密码结果的信息。输出的信息首尾不能有空格。</p>","[{""input"": ""Ecun.2020"", ""output"": ""yes""}, {""input"": ""Ecun 2020"", ""output"": ""illegal char""}]","419d85420ff35abf3174a5f64dd9c6c0","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2021-01-03 06:12:43.613301+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",369,35,1,"6","{""0"": 35, ""1"": 1, ""4"": 125, ""-1"": 169, ""-2"": 39}",0,63,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
555,"寻找第一个L位素数","<p>给定N 位（0&lt;= N &lt;= 100) 数字 num。</p><p>可以将数字num看成是一个长度位N的字符串，从左至右观察数字num，查找到第一个长度为L（1&lt;= L &lt;= 5) 的连续“子串”，且该“子串” 为素数。</p><p>输出这个素数。</p><p>（关键词：第一个、长度为L（即L位数）、素数）<br /></p>","<p>第一行： 正整数N 和 L，之间以空格隔开。</p><p>第二行： N个数字。每个数字 均在 [1,9] 范围内，不包含0。<b>故无需考虑前导0的情况。</b></p>","<p>如果找到第一个L位素数，则输出该数。</p><p>如果没有找到，则输出404。</p>","[{""input"": ""15 5\n436549877255444"", ""output"": ""49877""}, {""input"": ""10 3\n4244686426"", ""output"": ""404""}]","28347c2449dbee8bf8254f64df29b69a","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","<p>在Sample1中，输入为436549877255444</p><p>从左到右长度为5的数分别为：43654 36549 65498 54987 49877 ........<br />其中第一个素数为 49877，所以输出为49877</p>","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2021-01-03 07:53:56.678226+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",257,35,1,"5","{""0"": 35, ""1"": 5, ""4"": 28, ""-1"": 158, ""-2"": 31}",0,63,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
556,"扫雷游戏","<p style=""margin-left: 0px;"">扫雷游戏是一款十分经典的单机小游戏。</p><p>现在有个简易版扫雷游戏：在1行m列的雷区中有一些格子含有地雷（称之为地雷格），其他格子不含地雷（称之为非地雷格）。玩家翻开一个非地雷格时，该格将会出现一个数字——提示周围格子中有多少个是地雷格。游戏的目标是在不翻出任何地雷格的条件下，找出所有的非地雷格。</p><p>现在给出1行m列的雷区中的地雷分布，要求计算出每个非地雷格周围的地雷格数。</p><p>注：一个格子的周围格子包括其左、右两个方向上与之直接相邻的格子。</p>","<p style=""margin-left: 0px;"">输入的第一行是一个整数m，表示雷区的列数。(1 &lt;= m &lt;= 100)</p><p>接下来一行m个字符，描述了雷区中的地雷分布情况。字符’*’表示相应格子是地雷格，字符’?’表示相应格子是非地雷格。相邻字符之间无分隔符。</p>","<p>输出包含1行m个字符，描述整个雷区。用’*’表示地雷格，用周围的地雷个数表示非地雷格。相邻字符之间无分隔符。<br /></p>","[{""input"": ""3\n*??"", ""output"": ""*10""}, {""input"": ""3\n???"", ""output"": ""000""}, {""input"": ""3\n?*?"", ""output"": ""1*1""}]","21e940d3b68dca08828419e529b1511f","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","<p><b>注意：必须使用函数接口void transMap(char* input,char* output) 完成题目，其中input是传入字符串，output是最后要输出的字符串</b><br /></p>","[""C""]","{}","2021-01-23 10:07:30.040788+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",0,0,1,"2-18","{}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
557,"打分","<p style=""margin-left: 0px;"">高中作文打分（满分为60分），为了避免作文打分的主观因素的影响，一般会请n个老师进行打分，从中去掉最高分和最低分，对保留的求和并平均。</p><p>现在给定n个老师打分的情况，你需要求出最高分和最低分，并分别存到<b>指针变量</b>p和q中（int类型指针）；对剩下的分数求和平均保存到<b>指针变量</b>r（double类型指针）中。</p><p><b>最后以间接访问的形式输出最高分，最低分和平均分</b><br /></p>","<p style=""margin-left: 0px;"">一行一个整数n。（3 &lt;= n &lt;= 10）<br /></p><p>一行n个整数表示n位老师打分情况数组score，用空格分隔。（0 &lt;= score[i] &lt;= 60）</p>","<p>按题目描述中的代码进行输出，用空格分隔。<br /></p>","[{""input"": ""3\n60 60 60"", ""output"": ""60 60 60.00""}]","e1b95d54d691cd3f2dac6549511e7e0e","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C""]","{}","2021-01-23 10:07:37.559263+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",0,0,1,"2-19","{}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
558,"递归求最大值","<p>给出n个元素，必须<b>使用递归</b>的方法求出元素中的最大值</p>","<p>第一行输入n表示元素个数</p><p>第二行输入n个整数</p>","<p>输出n个整数中的最大值</p>","[{""input"": ""3\n14 5 10"", ""output"": ""14""}]","76d83293018f58a8f5910bc95e227e8c","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","<p>1 &lt;= n &lt;= 30</p>","[""C""]","{}","2021-01-23 10:07:44.515798+00",NULL,2000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",0,0,1,"2-20","{}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
559,"字符串排序","<p>输入若干个单词，按字典序将单词输出<br /></p>","<p>输入一行，由多个单词组成（单词间由空格分隔），字符串以换行符结尾</p>","<p>按照字典序排列，每行输出一个单词</p>","[{""input"": ""data science days"", ""output"": ""data\ndays\nscience""}, {""input"": ""aa ab ac b a"", ""output"": ""a\naa\nab\nac\nb""}]","41fd9e202059cb03f3ef3ecdde6ba7ce","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","<p>单词由26个小写英文组成</p><p>字典序：</p><p>在字典序中，&#039;a&#039;&lt;&#039;b&#039;&lt;&#039;c&#039;&lt; ... &lt; &#039;z&#039;</p><p>从每个单词的第一个字符开始比较，例如&#039;apple&#039; 排在&#039; banana&#039;前</p><p>若第一个字符相同，则比较第二个字符，例如&#039;apple&#039;排在&#039;angel&#039;前</p><p>以此类推，得到所有单词的字典序排列</p>","[""C""]","{}","2021-01-23 10:08:16.02488+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",0,0,1,"2-21","{}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
560,"结构体数组","<p>输入学生人数n，然后构建一个结构体数组，结构体包含学号和学生成绩（都是int类型），然后输出成绩不及格（&lt;60）的学生的学号。<br /></p>","<p>输入n，接着输入n名学生的信息，主要是学号和成绩；<br /></p>","<p>输出成绩不及格学生的学号，每个学号一行。<br /></p>","[{""input"": ""4\n121212 5\n121213 100\n121216 70\n121218 60"", ""output"": ""121212""}]","bbe667f9f42e32a1460b36723ee224e7","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2021-01-23 10:08:21.651648+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",0,0,1,"2-22","{}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
561,"链表操作","<p>输入一串int类型的数字以-1结束输入，将读取的不重复的数字构建成链表。并按照指示删除指定数字的节点，最后将剩余的链表的数字依次输出。<br /></p>","<p style=""margin-left: 0px;"">输入要求链表的输入用-1结束，将不重复的数字构建成链表，比如 1 2 1 2 5 6 4 -1 构建成的链表 1 2 5 6 4；</p><p>接着输入要删除的数字。</p>","<p>输出删除指定数字后的链表，中间用空格隔开，最后一个数字有空格。<br /></p>","[{""input"": ""1 2 3 4 5 6 5 4 6 -1\n4"", ""output"": ""1 2 3 5 6""}]","7996139101eb390cfcbb73d57d2053e7","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","<p>链表的中重复元素的查找，要在构建时进行，即链表中存在了不插入，不存在将节点插入到链表最后<br /></p>","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2021-01-23 10:08:27.943572+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",0,0,1,"2-23","{}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
562,"寻找第一个L位素数","<p>给定N 位（0&lt;= N &lt;= 100) 数字 num。</p><p>可以将数字num看成是一个长度位N的字符串，从左至右观察数字num，查找到第一个长度为L（1&lt;= L &lt;= 5) 的连续“子串”，且该“子串” 为素数。</p><p>输出这个素数。</p><p>（关键词：第一个、长度为L（即L位数）、素数）<br /></p>","<p>第一行： 正整数N 和 L，之间以空格隔开。</p><p>第二行： N个数字。每个数字 均在 [1,9] 范围内，不包含0。<b>故无需考虑前导0的情况。</b></p>","<p>如果找到第一个L位素数，则输出该数。</p><p>如果没有找到，则输出404。</p>","[{""input"": ""15 5\n436549877255444"", ""output"": ""49877""}, {""input"": ""10 3\n4244686426"", ""output"": ""404""}]","28347c2449dbee8bf8254f64df29b69a","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","<p>在Sample1中，输入为436549877255444</p><p>从左到右长度为5的数分别为：43654 36549 65498 54987 49877 ........<br />其中第一个素数为 49877，所以输出为49877</p>","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2021-01-23 10:09:19.395596+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",0,0,1,"2-24","{}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
563,"扫雷游戏","<p style=""margin-left: 0px;"">扫雷游戏是一款十分经典的单机小游戏。</p><p>现在有个简易版扫雷游戏：在1行m列的雷区中有一些格子含有地雷（称之为地雷格），其他格子不含地雷（称之为非地雷格）。玩家翻开一个非地雷格时，该格将会出现一个数字——提示周围格子中有多少个是地雷格。游戏的目标是在不翻出任何地雷格的条件下，找出所有的非地雷格。</p><p>现在给出1行m列的雷区中的地雷分布，要求计算出每个非地雷格周围的地雷格数。</p><p>注：一个格子的周围格子包括其左、右两个方向上与之直接相邻的格子。</p>","<p style=""margin-left: 0px;"">输入的第一行是一个整数m，表示雷区的列数。(1 &lt;= m &lt;= 100)</p><p>接下来一行m个字符，描述了雷区中的地雷分布情况。字符’*’表示相应格子是地雷格，字符’?’表示相应格子是非地雷格。相邻字符之间无分隔符。</p>","<p>输出包含1行m个字符，描述整个雷区。用’*’表示地雷格，用周围的地雷个数表示非地雷格。相邻字符之间无分隔符。<br /></p>","[{""input"": ""3\n*??"", ""output"": ""*10""}, {""input"": ""3\n???"", ""output"": ""000""}, {""input"": ""3\n?*?"", ""output"": ""1*1""}]","21e940d3b68dca08828419e529b1511f","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","<p><b>注意：必须使用函数接口void transMap(char* input,char* output) 完成题目，其中input是传入字符串，output是最后要输出的字符串</b><br /></p>","[""C""]","{}","2021-01-23 10:10:18.303742+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",1,1,1,"1","{""0"": 1}",0,64,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
